attack_row_id,date_complete,annee,pays,zone,localite,activite,type_attaque,attack_latitude,attack_longitude,species,nearest_gbif_record_id,nearest_distance_km,gbif_coordinate_uncertainty_m,distance_band,occurrences_within_25km,occurrences_within_100km,juvenile_occurrences_within_100km,gbif_observed_at,gbif_source_url
595,1900-09-15,1900,AUSTRALIA,Queensland,Townsville,Swimming,Unprovoked,-19.2569391,146.8239537,Galeocerdo cuvier,5108383412,301.5,30795.0,pas_de_proximite_100km,0,0,0,2025-03-28T11:40,https://www.gbif.org/occurrence/5108383412
595,1900-09-15,1900,AUSTRALIA,Queensland,Townsville,Swimming,Unprovoked,-19.2569391,146.8239537,Rhincodon typus,5938466615,370.02,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
605,1901-12-01,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Carcharhinus leucas,6185183928,17.64,,proximite_forte,6,7,5,2026-02-04T17:39:40,https://www.gbif.org/occurrence/6185183928
605,1901-12-01,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Carcharodon carcharias,6162878281,294.55,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
605,1901-12-01,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Galeocerdo cuvier,6133086834,103.74,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
605,1901-12-01,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Rhincodon typus,5938466615,1468.82,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
610,1901-01-30,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Carcharhinus leucas,6185183928,17.64,,proximite_forte,6,7,5,2026-02-04T17:39:40,https://www.gbif.org/occurrence/6185183928
610,1901-01-30,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Carcharodon carcharias,6162878281,294.55,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
610,1901-01-30,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Galeocerdo cuvier,6133086834,103.74,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
610,1901-01-30,1901,AUSTRALIA,Queensland,Brisbane,Bathing,Unprovoked,-27.4689623,153.0235009,Rhincodon typus,5938466615,1468.82,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
620,1902-01-19,1902,AUSTRALIA,Queensland,Brisbane,Swimming,Unprovoked,-27.4689623,153.0235009,Carcharhinus leucas,6185183928,17.64,,proximite_forte,6,7,5,2026-02-04T17:39:40,https://www.gbif.org/occurrence/6185183928
620,1902-01-19,1902,AUSTRALIA,Queensland,Brisbane,Swimming,Unprovoked,-27.4689623,153.0235009,Carcharodon carcharias,6162878281,294.55,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
620,1902-01-19,1902,AUSTRALIA,Queensland,Brisbane,Swimming,Unprovoked,-27.4689623,153.0235009,Galeocerdo cuvier,6133086834,103.74,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
620,1902-01-19,1902,AUSTRALIA,Queensland,Brisbane,Swimming,Unprovoked,-27.4689623,153.0235009,Rhincodon typus,5938466615,1468.82,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
626,1902-01-19,1902,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Carcharhinus leucas,6185033442,62.42,29382.0,proximite_regionale,0,1,0,2026-03-28T17:16:06,https://www.gbif.org/occurrence/6185033442
626,1902-01-19,1902,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Carcharodon carcharias,5938331810,413.65,,pas_de_proximite_100km,0,0,0,2026-01-03T05:09:36,https://www.gbif.org/occurrence/5938331810
626,1902-01-19,1902,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Galeocerdo cuvier,5206523433,367.29,29798.0,pas_de_proximite_100km,0,0,0,2025-03-25T01:26:01,https://www.gbif.org/occurrence/5206523433
626,1902-01-19,1902,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Rhincodon typus,6352311338,1228.98,1358701.0,pas_de_proximite_100km,0,0,0,2026-05-28,https://www.gbif.org/occurrence/6352311338
629,1903-03-20,1903,AUSTRALIA,New South Wales,Sydney,Suicide,Unprovoked,-33.8698439,151.2082848,Carcharhinus leucas,6481240461,14.31,17.0,proximite_forte,1,1,0,2026-01-22T00:00,https://www.gbif.org/occurrence/6481240461
629,1903-03-20,1903,AUSTRALIA,New South Wales,Sydney,Suicide,Unprovoked,-33.8698439,151.2082848,Carcharodon carcharias,6159298926,249.62,,pas_de_proximite_100km,0,0,0,2026-02-03T04:38:07,https://www.gbif.org/occurrence/6159298926
629,1903-03-20,1903,AUSTRALIA,New South Wales,Sydney,Suicide,Unprovoked,-33.8698439,151.2082848,Galeocerdo cuvier,6133086834,663.7,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
629,1903-03-20,1903,AUSTRALIA,New South Wales,Sydney,Suicide,Unprovoked,-33.8698439,151.2082848,Rhincodon typus,6235620031,2049.71,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
644,1904-02-07,1904,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,Unprovoked,-27.4689623,153.0235009,Carcharhinus leucas,6185183928,17.64,,proximite_forte,6,7,5,2026-02-04T17:39:40,https://www.gbif.org/occurrence/6185183928
644,1904-02-07,1904,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,Unprovoked,-27.4689623,153.0235009,Carcharodon carcharias,6162878281,294.55,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
644,1904-02-07,1904,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,Unprovoked,-27.4689623,153.0235009,Galeocerdo cuvier,6133086834,103.74,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
644,1904-02-07,1904,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,Unprovoked,-27.4689623,153.0235009,Rhincodon typus,5938466615,1468.82,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
651,1904-01-23,1904,NEW CALEDONIA,South Province,Noumea,Bathing,Unprovoked,-22.2745264,166.442419,Carcharhinus leucas,6131674219,357.57,30527.0,pas_de_proximite_100km,0,0,0,2026-01-04T09:51,https://www.gbif.org/occurrence/6131674219
651,1904-01-23,1904,NEW CALEDONIA,South Province,Noumea,Bathing,Unprovoked,-22.2745264,166.442419,Carcharodon carcharias,6162878281,1579.98,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
651,1904-01-23,1904,NEW CALEDONIA,South Province,Noumea,Bathing,Unprovoked,-22.2745264,166.442419,Galeocerdo cuvier,5063745386,780.58,29533.0,pas_de_proximite_100km,0,0,0,2025-01-31T09:20:36,https://www.gbif.org/occurrence/5063745386
651,1904-01-23,1904,NEW CALEDONIA,South Province,Noumea,Bathing,Unprovoked,-22.2745264,166.442419,Rhincodon typus,6235620031,1528.74,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
671,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Carcharhinus leucas,6334261088,4741.35,30175.0,pas_de_proximite_100km,0,0,0,2026-05-21T11:26,https://www.gbif.org/occurrence/6334261088
671,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Carcharodon carcharias,6480838932,1194.6,1584228.0,pas_de_proximite_100km,0,0,0,2026-06-24T10:02:07,https://www.gbif.org/occurrence/6480838932
671,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Galeocerdo cuvier,6470061880,65.6,30545.0,proximite_regionale,0,3,0,2026-07-13T09:59,https://www.gbif.org/occurrence/6470061880
671,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Rhincodon typus,6194532302,61.33,111319.49,proximite_regionale,0,1,0,2026-01-22,https://www.gbif.org/occurrence/6194532302
682,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Carcharhinus leucas,6334261088,4741.35,30175.0,pas_de_proximite_100km,0,0,0,2026-05-21T11:26,https://www.gbif.org/occurrence/6334261088
682,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Carcharodon carcharias,6480838932,1194.6,1584228.0,pas_de_proximite_100km,0,0,0,2026-06-24T10:02:07,https://www.gbif.org/occurrence/6480838932
682,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Galeocerdo cuvier,6470061880,65.6,30545.0,proximite_regionale,0,3,0,2026-07-13T09:59,https://www.gbif.org/occurrence/6470061880
682,1906-10-10,1906,USA,Hawaii,,Swimming,Unprovoked,19.5938015,-155.4283701,Rhincodon typus,6194532302,61.33,111319.49,proximite_regionale,0,1,0,2026-01-22,https://www.gbif.org/occurrence/6194532302
685,1906-10-10,1906,USA,Hawaii,,Diving,Unprovoked,19.5938015,-155.4283701,Carcharhinus leucas,6334261088,4741.35,30175.0,pas_de_proximite_100km,0,0,0,2026-05-21T11:26,https://www.gbif.org/occurrence/6334261088
685,1906-10-10,1906,USA,Hawaii,,Diving,Unprovoked,19.5938015,-155.4283701,Carcharodon carcharias,6480838932,1194.6,1584228.0,pas_de_proximite_100km,0,0,0,2026-06-24T10:02:07,https://www.gbif.org/occurrence/6480838932
685,1906-10-10,1906,USA,Hawaii,,Diving,Unprovoked,19.5938015,-155.4283701,Galeocerdo cuvier,6470061880,65.6,30545.0,proximite_regionale,0,3,0,2026-07-13T09:59,https://www.gbif.org/occurrence/6470061880
685,1906-10-10,1906,USA,Hawaii,,Diving,Unprovoked,19.5938015,-155.4283701,Rhincodon typus,6194532302,61.33,111319.49,proximite_regionale,0,1,0,2026-01-22,https://www.gbif.org/occurrence/6194532302
689,1906-10-10,1906,USA,Hawaii,,Inconnue,Unprovoked,19.5938015,-155.4283701,Carcharhinus leucas,6334261088,4741.35,30175.0,pas_de_proximite_100km,0,0,0,2026-05-21T11:26,https://www.gbif.org/occurrence/6334261088
689,1906-10-10,1906,USA,Hawaii,,Inconnue,Unprovoked,19.5938015,-155.4283701,Carcharodon carcharias,6480838932,1194.6,1584228.0,pas_de_proximite_100km,0,0,0,2026-06-24T10:02:07,https://www.gbif.org/occurrence/6480838932
689,1906-10-10,1906,USA,Hawaii,,Inconnue,Unprovoked,19.5938015,-155.4283701,Galeocerdo cuvier,6470061880,65.6,30545.0,proximite_regionale,0,3,0,2026-07-13T09:59,https://www.gbif.org/occurrence/6470061880
689,1906-10-10,1906,USA,Hawaii,,Inconnue,Unprovoked,19.5938015,-155.4283701,Rhincodon typus,6194532302,61.33,111319.49,proximite_regionale,0,1,0,2026-01-22,https://www.gbif.org/occurrence/6194532302
723,1908-05-10,1908,USA,Florida,"Marathon, Monroe County",Inconnue,Invalid,24.7137524,-81.0903512,Carcharhinus leucas,6179367299,5.52,30047.0,proximite_forte,2,5,3,2026-02-22T12:30,https://www.gbif.org/occurrence/6179367299
723,1908-05-10,1908,USA,Florida,"Marathon, Monroe County",Inconnue,Invalid,24.7137524,-81.0903512,Carcharodon carcharias,6400039718,848.62,49.0,pas_de_proximite_100km,0,0,0,2026-02-25T14:55,https://www.gbif.org/occurrence/6400039718
723,1908-05-10,1908,USA,Florida,"Marathon, Monroe County",Inconnue,Invalid,24.7137524,-81.0903512,Galeocerdo cuvier,5133758058,23.23,30025.0,proximite_forte,1,1,0,2025-03-01T13:40,https://www.gbif.org/occurrence/5133758058
723,1908-05-10,1908,USA,Florida,"Marathon, Monroe County",Inconnue,Invalid,24.7137524,-81.0903512,Rhincodon typus,6253026970,114.38,30069.0,pas_de_proximite_100km,0,0,0,2026-04-27T07:00,https://www.gbif.org/occurrence/6253026970
732,1909-12-05,1909,AUSTRALIA,New South Wales,Bondi,Fishing,Provoked,-33.8930556,151.2633333,Carcharhinus leucas,6481240461,19.99,17.0,proximite_forte,1,1,0,2026-01-22T00:00,https://www.gbif.org/occurrence/6481240461
732,1909-12-05,1909,AUSTRALIA,New South Wales,Bondi,Fishing,Provoked,-33.8930556,151.2633333,Carcharodon carcharias,6159298926,249.22,,pas_de_proximite_100km,0,0,0,2026-02-03T04:38:07,https://www.gbif.org/occurrence/6159298926
732,1909-12-05,1909,AUSTRALIA,New South Wales,Bondi,Fishing,Provoked,-33.8930556,151.2633333,Galeocerdo cuvier,6133086834,664.36,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
732,1909-12-05,1909,AUSTRALIA,New South Wales,Bondi,Fishing,Provoked,-33.8930556,151.2633333,Rhincodon typus,6235620031,2044.31,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
739,1909-07-15,1909,USA,Florida,"Panama City, Bay County",Swimming,Unprovoked,30.1586518,-85.6602936,Carcharhinus leucas,6184898250,4.63,29407.0,proximite_forte,1,2,0,2026-03-19T16:18:56,https://www.gbif.org/occurrence/6184898250
739,1909-07-15,1909,USA,Florida,"Panama City, Bay County",Swimming,Unprovoked,30.1586518,-85.6602936,Carcharodon carcharias,6400039718,118.11,49.0,pas_de_proximite_100km,0,0,0,2026-02-25T14:55,https://www.gbif.org/occurrence/6400039718
739,1909-07-15,1909,USA,Florida,"Panama City, Bay County",Swimming,Unprovoked,30.1586518,-85.6602936,Galeocerdo cuvier,6469594676,78.66,29407.0,proximite_regionale,0,2,1,2026-07-24T08:37:28,https://www.gbif.org/occurrence/6469594676
739,1909-07-15,1909,USA,Florida,"Panama City, Bay County",Swimming,Unprovoked,30.1586518,-85.6602936,Rhincodon typus,6178385871,537.62,29751.0,pas_de_proximite_100km,0,0,0,2026-03-06T11:12:50,https://www.gbif.org/occurrence/6178385871
740,1909-08-13,1909,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Unprovoked,30.388064,-87.1876779,Carcharhinus leucas,6470427141,22.49,29382.0,proximite_forte,1,4,1,2026-07-05T17:40:05,https://www.gbif.org/occurrence/6470427141
740,1909-08-13,1909,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Unprovoked,30.388064,-87.1876779,Carcharodon carcharias,6400039718,31.11,49.0,proximite_regionale,0,1,1,2026-02-25T14:55,https://www.gbif.org/occurrence/6400039718
740,1909-08-13,1909,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Unprovoked,30.388064,-87.1876779,Galeocerdo cuvier,6399625675,63.37,29382.0,proximite_regionale,0,2,1,2026-05-18T11:02:32,https://www.gbif.org/occurrence/6399625675
740,1909-08-13,1909,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Unprovoked,30.388064,-87.1876779,Rhincodon typus,6178385871,444.77,29751.0,pas_de_proximite_100km,0,0,0,2026-03-06T11:12:50,https://www.gbif.org/occurrence/6178385871
746,1910-02-16,1910,AUSTRALIA,Western Australia,Bunbury,Surf bathing,Unprovoked,-33.3267797,115.636698,Carcharhinus leucas,6185213952,12.22,6264.0,proximite_forte,1,1,0,2026-03-07T16:35,https://www.gbif.org/occurrence/6185213952
746,1910-02-16,1910,AUSTRALIA,Western Australia,Bunbury,Surf bathing,Unprovoked,-33.3267797,115.636698,Carcharodon carcharias,6131342125,1884.81,7535.0,pas_de_proximite_100km,0,0,0,2026-01-07T08:00:21,https://www.gbif.org/occurrence/6131342125
746,1910-02-16,1910,AUSTRALIA,Western Australia,Bunbury,Surf bathing,Unprovoked,-33.3267797,115.636698,Galeocerdo cuvier,6520390560,1146.57,8.0,pas_de_proximite_100km,0,0,0,2026-08-31T14:06,https://www.gbif.org/occurrence/6520390560
746,1910-02-16,1910,AUSTRALIA,Western Australia,Bunbury,Surf bathing,Unprovoked,-33.3267797,115.636698,Rhincodon typus,6235956991,1226.66,30278.0,pas_de_proximite_100km,0,0,0,2026-04-22T13:33:02,https://www.gbif.org/occurrence/6235956991
764,1911-11-08,1911,USA,Florida,"Pensacola Bay, Escambia County",Inconnue,Invalid,30.388064,-87.1876779,Carcharhinus leucas,6470427141,22.49,29382.0,proximite_forte,1,4,1,2026-07-05T17:40:05,https://www.gbif.org/occurrence/6470427141
764,1911-11-08,1911,USA,Florida,"Pensacola Bay, Escambia County",Inconnue,Invalid,30.388064,-87.1876779,Carcharodon carcharias,6400039718,31.11,49.0,proximite_regionale,0,1,1,2026-02-25T14:55,https://www.gbif.org/occurrence/6400039718
764,1911-11-08,1911,USA,Florida,"Pensacola Bay, Escambia County",Inconnue,Invalid,30.388064,-87.1876779,Galeocerdo cuvier,6399625675,63.37,29382.0,proximite_regionale,0,2,1,2026-05-18T11:02:32,https://www.gbif.org/occurrence/6399625675
764,1911-11-08,1911,USA,Florida,"Pensacola Bay, Escambia County",Inconnue,Invalid,30.388064,-87.1876779,Rhincodon typus,6178385871,444.77,29751.0,pas_de_proximite_100km,0,0,0,2026-03-06T11:12:50,https://www.gbif.org/occurrence/6178385871
766,1911-10-25,1911,AUSTRALIA,Queensland,Great Barrier Reef,Diving,Unprovoked,-20.358137,148.9521302,Carcharhinus leucas,6171257530,350.74,4.0,pas_de_proximite_100km,0,0,0,2026-02-15T15:03:06,https://www.gbif.org/occurrence/6171257530
766,1911-10-25,1911,AUSTRALIA,Queensland,Great Barrier Reef,Diving,Unprovoked,-20.358137,148.9521302,Carcharodon carcharias,6162878281,1165.87,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
766,1911-10-25,1911,AUSTRALIA,Queensland,Great Barrier Reef,Diving,Unprovoked,-20.358137,148.9521302,Galeocerdo cuvier,5069831221,476.84,2.0,pas_de_proximite_100km,0,0,0,2025-02-13T21:56,https://www.gbif.org/occurrence/5069831221
766,1911-10-25,1911,AUSTRALIA,Queensland,Great Barrier Reef,Diving,Unprovoked,-20.358137,148.9521302,Rhincodon typus,5938466615,580.43,30841.0,pas_de_proximite_100km,0,0,0,2026-01-03T11:33,https://www.gbif.org/occurrence/5938466615
771,1911-09-20,1911,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,Unprovoked,30.388064,-87.1876779,Carcharhinus leucas,6470427141,22.49,29382.0,proximite_forte,1,4,1,2026-07-05T17:40:05,https://www.gbif.org/occurrence/6470427141
771,1911-09-20,1911,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,Unprovoked,30.388064,-87.1876779,Carcharodon carcharias,6400039718,31.11,49.0,proximite_regionale,0,1,1,2026-02-25T14:55,https://www.gbif.org/occurrence/6400039718
771,1911-09-20,1911,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,Unprovoked,30.388064,-87.1876779,Galeocerdo cuvier,6399625675,63.37,29382.0,proximite_regionale,0,2,1,2026-05-18T11:02:32,https://www.gbif.org/occurrence/6399625675
771,1911-09-20,1911,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,Unprovoked,30.388064,-87.1876779,Rhincodon typus,6178385871,444.77,29751.0,pas_de_proximite_100km,0,0,0,2026-03-06T11:12:50,https://www.gbif.org/occurrence/6178385871
774,1912-02-22,1912,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,Provoked,-33.3267797,115.636698,Carcharhinus leucas,6185213952,12.22,6264.0,proximite_forte,1,1,0,2026-03-07T16:35,https://www.gbif.org/occurrence/6185213952
774,1912-02-22,1912,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,Provoked,-33.3267797,115.636698,Carcharodon carcharias,6131342125,1884.81,7535.0,pas_de_proximite_100km,0,0,0,2026-01-07T08:00:21,https://www.gbif.org/occurrence/6131342125
774,1912-02-22,1912,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,Provoked,-33.3267797,115.636698,Galeocerdo cuvier,6520390560,1146.57,8.0,pas_de_proximite_100km,0,0,0,2026-08-31T14:06,https://www.gbif.org/occurrence/6520390560
774,1912-02-22,1912,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,Provoked,-33.3267797,115.636698,Rhincodon typus,6235956991,1226.66,30278.0,pas_de_proximite_100km,0,0,0,2026-04-22T13:33:02,https://www.gbif.org/occurrence/6235956991
776,1912-01-06,1912,AUSTRALIA,New South Wales,Sydney Harbor,Inconnue,Unprovoked,-33.8661645,151.1995721,Carcharhinus leucas,6481240461,13.42,17.0,proximite_forte,1,1,0,2026-01-22T00:00,https://www.gbif.org/occurrence/6481240461
776,1912-01-06,1912,AUSTRALIA,New South Wales,Sydney Harbor,Inconnue,Unprovoked,-33.8661645,151.1995721,Carcharodon carcharias,6159298926,249.7,,pas_de_proximite_100km,0,0,0,2026-02-03T04:38:07,https://www.gbif.org/occurrence/6159298926
776,1912-01-06,1912,AUSTRALIA,New South Wales,Sydney Harbor,Inconnue,Unprovoked,-33.8661645,151.1995721,Galeocerdo cuvier,6133086834,663.6,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
776,1912-01-06,1912,AUSTRALIA,New South Wales,Sydney Harbor,Inconnue,Unprovoked,-33.8661645,151.1995721,Rhincodon typus,6235620031,2050.57,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
781,1912-05-04,1912,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Carcharhinus leucas,6185033442,62.42,29382.0,proximite_regionale,0,1,0,2026-03-28T17:16:06,https://www.gbif.org/occurrence/6185033442
781,1912-05-04,1912,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Carcharodon carcharias,5938331810,413.65,,pas_de_proximite_100km,0,0,0,2026-01-03T05:09:36,https://www.gbif.org/occurrence/5938331810
781,1912-05-04,1912,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Galeocerdo cuvier,5206523433,367.29,29798.0,pas_de_proximite_100km,0,0,0,2025-03-25T01:26:01,https://www.gbif.org/occurrence/5206523433
781,1912-05-04,1912,SOUTH AFRICA,KwaZulu-Natal,Durban,Inconnue,Invalid,-29.8618145,31.009909,Rhincodon typus,6352311338,1228.98,1358701.0,pas_de_proximite_100km,0,0,0,2026-05-28,https://www.gbif.org/occurrence/6352311338
784,1912-02-03,1912,NEW CALEDONIA,South Province,Noumea,Swimming,Unprovoked,-22.2745264,166.442419,Carcharhinus leucas,6131674219,357.57,30527.0,pas_de_proximite_100km,0,0,0,2026-01-04T09:51,https://www.gbif.org/occurrence/6131674219
784,1912-02-03,1912,NEW CALEDONIA,South Province,Noumea,Swimming,Unprovoked,-22.2745264,166.442419,Carcharodon carcharias,6162878281,1579.98,7.0,pas_de_proximite_100km,0,0,0,2026-02-22T09:03:13,https://www.gbif.org/occurrence/6162878281
784,1912-02-03,1912,NEW CALEDONIA,South Province,Noumea,Swimming,Unprovoked,-22.2745264,166.442419,Galeocerdo cuvier,5063745386,780.58,29533.0,pas_de_proximite_100km,0,0,0,2025-01-31T09:20:36,https://www.gbif.org/occurrence/5063745386
784,1912-02-03,1912,NEW CALEDONIA,South Province,Noumea,Swimming,Unprovoked,-22.2745264,166.442419,Rhincodon typus,6235620031,1528.74,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
785,1912-02-19,1912,AUSTRALIA,New South Wales,Coogee,Swimming,Unprovoked,-33.9217004,151.2557975,Carcharhinus leucas,6481240461,20.81,17.0,proximite_forte,1,1,0,2026-01-22T00:00,https://www.gbif.org/occurrence/6481240461
785,1912-02-19,1912,AUSTRALIA,New South Wales,Coogee,Swimming,Unprovoked,-33.9217004,151.2557975,Carcharodon carcharias,6159298926,246.02,,pas_de_proximite_100km,0,0,0,2026-02-03T04:38:07,https://www.gbif.org/occurrence/6159298926
785,1912-02-19,1912,AUSTRALIA,New South Wales,Coogee,Swimming,Unprovoked,-33.9217004,151.2557975,Galeocerdo cuvier,6133086834,667.59,5.0,pas_de_proximite_100km,0,0,0,2026-02-02T13:14:46,https://www.gbif.org/occurrence/6133086834
785,1912-02-19,1912,AUSTRALIA,New South Wales,Coogee,Swimming,Unprovoked,-33.9217004,151.2557975,Rhincodon typus,6235620031,2044.54,28818.0,pas_de_proximite_100km,0,0,0,2026-02-19T12:26,https://www.gbif.org/occurrence/6235620031
788,1913-07-12,1913,USA,South Carolina,Charleston,Inconnue,Unprovoked,32.7884363,-79.9399309,Carcharhinus leucas,6130999421,416.72,29533.0,pas_de_proximite_100km,0,0,0,2026-01-17T15:30:29,https://www.gbif.org/occurrence/6130999421
788,1913-07-12,1913,USA,South Carolina,Charleston,Inconnue,Unprovoked,32.7884363,-79.9399309,Carcharodon carcharias,6441095820,12.67,257.0,proximite_forte,1,1,0,2026-03-27T20:47:37,https://www.gbif.org/occurrence/6441095820
788,1913-07-12,1913,USA,South Carolina,Charleston,Inconnue,Unprovoked,32.7884363,-79.9399309,Galeocerdo cuvier,6399752821,175.33,28902.0,pas_de_proximite_100km,0,0,0,2026-06-04T11:19,https://www.gbif.org/occurrence/6399752821
788,1913-07-12,1913,USA,South Carolina,Charleston,Inconnue,Unprovoked,32.7884363,-79.9399309,Rhincodon typus,6253026970,938.31,30069.0,pas_de_proximite_100km,0,0,0,2026-04-27T07:00,https://www.gbif.org/occurrence/6253026970
789,1913-12-30,1913,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,Provoked,26.7056172,-80.0361517,Carcharhinus leucas,6236555493,8.87,29822.0,proximite_forte,6,10,1,2026-04-22T14:46:47,https://www.gbif.org/occurrence/6236555493
789,1913-12-30,1913,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,Provoked,26.7056172,-80.0361517,Carcharodon carcharias,6441095820,675.4,257.0,pas_de_proximite_100km,0,0,0,2026-03-27T20:47:37,https://www.gbif.org/occurrence/6441095820
789,1913-12-30,1913,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,Provoked,26.7056172,-80.0361517,Galeocerdo cuvier,6235030691,28.29,29798.0,proximite_regionale,0,2,0,2026-04-25T11:55,https://www.gbif.org/occurrence/6235030691
789,1913-12-30,1913,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,Provoked,26.7056172,-80.0361517,Rhincodon typus,6253026970,321.03,30069.0,pas_de_proximite_100km,0,0,0,2026-04-27T07:00,https://www.gbif.org/occurrence/6253026970
