rang,pays,zone,localite,incidents_declares
4293,USA,Hawaii,"Pila'a Beach, Kaua'i",1
4294,USA,Hawaii,Pohoiki,1
4295,USA,Hawaii,"Pounders Beach, Oahu",1
4296,USA,Hawaii,Puako,1
4297,USA,Hawaii,"Puamana, Lahaina, Maui",1
4298,USA,Hawaii,Puna,1
4299,USA,Hawaii,Punaluu,1
4300,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",1
4301,USA,Hawaii,"Rocky Point, north shore of O'ahu",1
4302,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",1
4303,USA,Hawaii,"Sandy Beach, Oahu",1
4304,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",1
4305,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",1
4306,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",1
4307,USA,Hawaii,"South Kohala, Hawai'i",1
4308,USA,Hawaii,Southwest of O'ahu,1
4309,USA,Hawaii,"Spreckelsville, Maui",1
4310,USA,Hawaii,"Sunset Beach, O'ahu",1
4311,USA,Hawaii,"Sunset Beach, Oahu",1
4312,USA,Hawaii,"Tavares Bay, Maui",1
4313,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",1
4314,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",1
4315,USA,Hawaii,"Ulua Beach, Maui",1
4316,USA,Hawaii,"Uo, Lahaina, Maui",1
4317,USA,Hawaii,"Upolu Point, North Kohala, Big Island",1
4318,USA,Hawaii,Velzyland,1
4319,USA,Hawaii,"Velzyland, north shore of O'ahu",1
4320,USA,Hawaii,"Wai'anae, O'ahu",1
4321,USA,Hawaii,"Waialua Bay, O'ahu",1
4322,USA,Hawaii,"Waialua Beach, Moloka'i",1
4323,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",1
4324,USA,Hawaii,"Waiehu, Maui",1
4325,USA,Hawaii,"Waihe'e, Maui",1
4326,USA,Hawaii,"Waihe'e, Wailuku, Maui",1
4327,USA,Hawaii,Waikiki,1
4328,USA,Hawaii,"Waikiki Beach, Oahu",1
4329,USA,Hawaii,"Waikiki,",1
4330,USA,Hawaii,"Waikiki, O'ahu",1
4331,USA,Hawaii,Waikoloa area,1
4332,USA,Hawaii,"Wailea, Maui",1
4333,USA,Hawaii,"Wailua, Kaua'i",1
4334,USA,Hawaii,"Wailupe, O'ahu",1
4335,USA,Hawaii,"Waimanu, Honoka'a, Hawai'i",1
4336,USA,Hawaii,"Waimea Bay, O'ahu",1
4337,USA,Hawaii,"Waiokapua Bay, Kaui",1
4338,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",1
4339,USA,Hawaii,Waipo,1
4340,USA,Illinois,Chicago (Lake Michigan),1
4341,USA,Inconnu,1200 miles east of New Jersey,1
4342,USA,Inconnu,Damiscotte,1
4343,USA,Johnston Atoll,Inconnu,1
4344,USA,Kentucky,"Newport Aquarium, Newport",1
4345,USA,Louisiana,120 miles southeast of New Orleans,1
4346,USA,Louisiana,25 mikes from Empire,1
4347,USA,Louisiana,25 miles off Empire,1
4348,USA,Louisiana,40 miles off Cocodrie,1
4349,USA,Louisiana,"Curlew Island, Breton Sound",1
4350,USA,Louisiana,"Grand Isle, Jefferson Parish",1
4351,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",1
4352,USA,Louisiana,Midnight Lump (38 miles offshore),1
4353,USA,Louisiana,Pontchartrain Beach,1
4354,USA,Louisiana,Scofield - Sandy Point,1
4355,USA,Louisiana,off Grand Isle,1
4356,USA,Louisiana,"off Grand Lake, Cameron Parish",1
4357,USA,Maine,"Bailey Island, Cumberland County",1
4358,USA,Maine,"Burnt Cove near Eastport, Washington County",1
4359,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",1
4360,USA,Maryland,Assateague National Seashore,1
4361,USA,Maryland,Baltimore Aquarium,1
4362,USA,Maryland,Chester River,1
4363,USA,Maryland,North Beach,1
4364,USA,Maryland,"Ocean City, Worcester County",1
4365,USA,Maryland,Patapsco River,1
4366,USA,Maryland,"Rhode River, Chesapeake Bay",1
4367,USA,Maryland,"Tangier Sound, Somerset County",1
4368,USA,Maryland,a tidal river,1
4369,USA,Massachusetts,30 miles south of Lynn,1
4370,USA,Massachusetts,40 miles south of Nantucket,1
4371,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",1
4372,USA,Massachusetts,Cape Cod,1
4373,USA,Massachusetts,Chatham Island,1
4374,USA,Massachusetts,"Chelsea Beach, Suffolk County",1
4375,USA,Massachusetts,"Granite Pier, Rockport",1
4376,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",1
4377,USA,Massachusetts,Inconnu,1
4378,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",1
4379,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",1
4380,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",1
4381,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",1
4382,USA,Massachusetts,Nahant,1
4383,USA,Massachusetts,"Newcomb Hollow Beach, Wellfleet, Barnstable County",1
4384,USA,Massachusetts,"Off Gloucester, Essec County",1
4385,USA,Massachusetts,"Swampscott, Essex County",1
4386,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",1
4387,USA,Maui,Ukumehama,1
4388,USA,Maui,Wailea,1
4389,USA,Midway Atoll,Inconnu,1
4390,USA,Mississippi,"Bay St. Louis, Hancock County",1
4391,USA,Mississippi,"Cat Island, Harrison County",1
4392,USA,Mississippi,Inconnu,1
4393,USA,Mississippi,Mississippi City,1
4394,USA,Mississippi,"Pass Christian, Hamilton County",1
4395,USA,Mississippi,River mouth,1
4396,USA,Missouri,St. Louis,1
4397,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",1
4398,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",1
4399,USA,New Jersey,20 miles off Seabright,1
4400,USA,New Jersey,50 miles offshore,1
4401,USA,New Jersey,"Adventure Aquarium, Camden",1
4402,USA,New Jersey,"Barnegat Light, Ocean County",1
4403,USA,New Jersey,"Bay Head, Ocean County",1
4404,USA,New Jersey,"Bayonne, Hudson County",1
4405,USA,New Jersey,"Beach Haven, Ocean County",1
4406,USA,New Jersey,"Brielle, Monmouth County (Offshore)",1
4407,USA,New Jersey,"Egg Harbor, Atlantic County",1
4408,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",1
4409,USA,New Jersey,"Lavalette, Ocean County",1
4410,USA,New Jersey,"Long Branch, Monmouth County (offshore)",1
4411,USA,New Jersey,Lower Delaware Bay,1
4412,USA,New Jersey,"Manasquan, Ocean County",1
4413,USA,New Jersey,"Off Longport, Atlantic County",1
4414,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",1
4415,USA,New Jersey,"Off Ocean City, Cape May County",1
4416,USA,New Jersey,Off shore,1
4417,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",1
4418,USA,New Jersey,Raritan Bay,1
4419,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",1
4420,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",1
4421,USA,New Jersey,"Sandy Hook, Monmouth County",1
4422,USA,New Jersey,"Seabright, Monmouth County",1
4423,USA,New Jersey,"Seaside Park, Ocean County",1
4424,USA,New Jersey,"Seaside, Ocean County",1
4425,USA,New Jersey,"Ship Bottom, Ocean County",1
4426,USA,New Jersey,"Shrewsbury River,  Monmouth County",1
4427,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",1
4428,USA,New Jersey,"Stone Harbor, Cape May County",1
4429,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",1
4430,USA,New Jersey,Tutle Back Zoo,1
4431,USA,New Jersey,Ventnor,1
4432,USA,New Mexico,"Albuquerue Aquarium, Albuquerue",1
4433,USA,New York,15 miles south of Jones Inlet,1
4434,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",1
4435,USA,New York,"Beach 103rd Street, Rockaway",1
4436,USA,New York,"Beach 3, Robert Moses State Park, Suffolk County",1
4437,USA,New York,Between Manhattan and The Bronx,1
4438,USA,New York,"Cherry Grove, Suffolk County",1
4439,USA,New York,Coney Island,1
4440,USA,New York,East River,1
4441,USA,New York,"Fire Island Pines, Suffolk County",1
4442,USA,New York,"Greenport Sound, Long Island",1
4443,USA,New York,Jamaica Bay,1
4444,USA,New York,"Kismet Beach, Long Island",1
4445,USA,New York,"Kismet Beach, Suffolk County",1
4446,USA,New York,Mahattan,1
4447,USA,New York,Montauk,1
4448,USA,New York,New York,1
4449,USA,New York,"Oak Beach, Fire Inlet",1
4450,USA,New York,"Ocean Beach, Long Island",1
4451,USA,New York,Off Long Island,1
4452,USA,New York,"Prince's Bay, Staten Island",1
4453,USA,New York,"Quogue Village Beach, Suffolk County",1
4454,USA,New York,Rockaway Beach,1
4455,USA,New York,"Sag Harbor, Suffolk County",1
4456,USA,New York,"Sailors Haven, Fire Island, Suffolk County",1
4457,USA,New York,"Seaview Beach, Suffolk County",1
4458,USA,New York,"Smith Point, Long Island",1
4459,USA,New York,Staten Island,1
4460,USA,New York,The Narrows,1
4461,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,1
4462,USA,New York,"Woodcliff Channel, Freeport, Long Island",1
4463,USA,New York,"Woolsey's Point, East River",1
4464,USA,Noirth Carolina,"Topsail Beach, Pender County",1
4465,USA,North & South Carolina,Inconnu,1
4466,USA,North Carolina,"Atlantic Beach, Carteret  County",1
4467,USA,North Carolina,"Atlantic Beach, Carteret County",1
4468,USA,North Carolina,"Atlantic, near New Bern, Craven County",1
4469,USA,North Carolina,Beaufort Inlet,1
4470,USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",1
4471,USA,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",1
4472,USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach",1
4473,USA,North Carolina,"Buxton Beach, Dare County",1
4474,USA,North Carolina,Cape Hatteras,1
4475,USA,North Carolina,Cape Lookout Bight,1
4476,USA,North Carolina,"Cape Lookout, Carteret County",1
4477,USA,North Carolina,Carolina Beach,1
4478,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",1
4479,USA,North Carolina,"Cedar Island, Carteret County",1
4480,USA,North Carolina,"Corolla, Currituck County",1
4481,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",1
4482,USA,North Carolina,"Elizabeth City, Pasquotank County",1
4483,USA,North Carolina,"Figure Eight Island,  New Hanover County",1
4484,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",1
4485,USA,North Carolina,"Fort Fisher, New Hanover County",1
4486,USA,North Carolina,"Fort Macon State Beach, Carteret County",1
4487,USA,North Carolina,Frying Pan Shoals,1
4488,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",1
4489,USA,North Carolina,"Hamstead, Pender County",1
4490,USA,North Carolina,Inconnu,1
4491,USA,North Carolina,"Kure Beach, New Hanover County",1
4492,USA,North Carolina,"Masonboro Inlet, New Hanover County",1
4493,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",1
4494,USA,North Carolina,"Neuse River, Craven County",1
4495,USA,North Carolina,"New Bern, Craven County",1
4496,USA,North Carolina,New Hanover County,1
4497,USA,North Carolina,North Carolina Aquarium at Fort Fisher,1
4498,USA,North Carolina,"North Topsail Beach, Onslow  County",1
4499,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",1
4500,USA,North Carolina,Ocracoke,1
4501,USA,North Carolina,"Ocracoke Inlet, Carteret County",1
4502,USA,North Carolina,"Ocracoke Island, Hyde County",1
4503,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",1
4504,USA,North Carolina,Off Cape Hatteraa,1
4505,USA,North Carolina,"Off Cape Hatteras, Dare County",1
4506,USA,North Carolina,"Off Surf City, Pender County",1
4507,USA,North Carolina,On one of the sounds near Wilmington,1
4508,USA,North Carolina,Onslow Beach,1
4509,USA,North Carolina,Outer Banks,1
4510,USA,North Carolina,Pamlico Sound,1
4511,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",1
4512,USA,North Carolina,"Pine Island, Corolla, Currituck County",1
4513,USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",1
4514,USA,North Carolina,"Smithville (now Southport), Brunswick County",1
4515,USA,North Carolina,"Southport, Brunswick County",1
4516,USA,North Carolina,Surf City,1
4517,USA,North Carolina,"Surf City, Pender County",1
4518,USA,North Carolina,"Topsail Beach, Pender County",1
4519,USA,North Carolina,Wreck of the U-352,1
4520,USA,North Carolina,Wrightsville Beach,1
4521,USA,Oregon,"Bastendorf Beach, Coos County",1
4522,USA,Oregon,Cape Kiwanda,1
4523,USA,Oregon,"Cape Kiwanda, Tillamook County",1
4524,USA,Oregon,"Cape Kiwanda,Tillamook County",1
4525,USA,Oregon,Florence,1
4526,USA,Oregon,"Florence, Lane County",1
4527,USA,Oregon,Gleneden Beach,1
4528,USA,Oregon,"Gleneden Beach, Lincoln County",1
4529,USA,Oregon,Gold  Beach,1
4530,USA,Oregon,"Gold Beach, Curry County",1
4531,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",1
4532,USA,Oregon,Inconnu,1
4533,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",1
4534,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County",1
4535,USA,Oregon,"Lincoln City, Lincoln County",1
4536,USA,Oregon,Myers Creek,1
4537,USA,Oregon,"Neskowin, Tillamook County",1
4538,USA,Oregon,"Newport, Lincoln County",1
4539,USA,Oregon,Off Umpqua River,1
4540,USA,Oregon,Oswald State Park,1
4541,USA,Oregon,Seaside,1
4542,USA,Oregon,Seaside Cove,1
4543,USA,Oregon,"Seaside Cove, Clatsop County",1
4544,USA,Oregon,"Short Sand Beach, Oswald West State Park",1
4545,USA,Oregon,"Siletz River mouth, Lincoln County",1
4546,USA,Oregon,"Tillamook Head, Clatsop County",1
4547,USA,Oregon,"Turnaround, Cape Kiwanda, Tillamook County",1
4548,USA,Oregon,"Winchester Bay, Douglas County",1
4549,USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",1
4550,USA,Puerto Rico,60 miles offshore north of San Juan,1
4551,USA,Puerto Rico,Aquadilla,1
4552,USA,Puerto Rico,Archeological site,1
4553,USA,Puerto Rico,Hatillo Beach,1
4554,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland",1
4555,USA,Puerto Rico,North coast,1
4556,USA,Puerto Rico,Quebradillas,1
4557,USA,Puerto Rico,Santurce,1
4558,USA,Puerto Rico,Vieques,1
4559,USA,Rhode Island,Bristol Harbor,1
4560,USA,Rhode Island,Coddington Cove,1
4561,USA,Rhode Island,Inconnu,1
4562,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",1
4563,USA,Rhode Island,Noyes Beach,1
4564,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,1
4565,USA,Rhode Island,Point Judith,1
4566,USA,Rhode Island,Providence,1
4567,USA,Samoa,Pago Pago Harbor,1
4568,USA,South Carolina,16 miles off Hilton Head,1
4569,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",1
4570,USA,South Carolina,60 miles southeast of Beaufort,1
4571,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County",1
4572,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",1
4573,USA,South Carolina,"Atlantic Beach, Horry County",1
4574,USA,South Carolina,"Awendaw, Charleston County",1
4575,USA,South Carolina,"Bull’s Bay, near Charleston",1
4576,USA,South Carolina,Calibogue Sound,1
4577,USA,South Carolina,Cherry Grove,1
4578,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",1
4579,USA,South Carolina,"DeBordieu Colony, Georgetown County",1
4580,USA,South Carolina,"Debordieu Beach, Georgetown County",1
4581,USA,South Carolina,"Edisto Beach, Colleton County",1
4582,USA,South Carolina,"Elliott Cut, Charleston County",1
4583,USA,South Carolina,Fort Moultrie,1
4584,USA,South Carolina,Fripp Island,1
4585,USA,South Carolina,Garden City,1
4586,USA,South Carolina,Georgetown County,1
4587,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",1
4588,USA,South Carolina,"Hilton Head, Beaufort County",1
4589,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",1
4590,USA,South Carolina,"James Island Sound, Charleston",1
4591,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",1
4592,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",1
4593,USA,South Carolina,"Litchfield Beach, Georgetown County",1
4594,USA,South Carolina,"Little River Beach, Horry County",1
4595,USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",1
4596,USA,South Carolina,"Mount Pleasant, Charleston County",1
4597,USA,South Carolina,"Murrells Inlet, Georgetown County",1
4598,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",1
4599,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",1
4600,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,1
4601,USA,South Carolina,"North of Apache Pier, Myrtle Beach, Horry County",1
4602,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",1
4603,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",1
4604,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",1
4605,USA,South Carolina,"Off Hilton Head, Beaufort County",1
4606,USA,South Carolina,Off Sullivans Island,1
4607,USA,South Carolina,Off the Battery,1
4608,USA,South Carolina,"Oketee River, Jasper County",1
4609,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",1
4610,USA,South Carolina,Parris Island,1
4611,USA,South Carolina,"Pawley’s Island, Georgetown County",1
4612,USA,South Carolina,"Pawley’s Island, north of Charleston",1
4613,USA,South Carolina,Ramshorn Creek,1
4614,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",1
4615,USA,South Carolina,"Sea Pines Beach, Hilton Head Island, Beaufort County",1
4616,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",1
4617,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",1
4618,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",1
4619,USA,South Carolina,Small creek near Coles Island,1
4620,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",1
4621,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",1
4622,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,1
4623,USA,South Carolina,"Surfside Beach, Horry  County",1
4624,USA,South Carolina,"Waites Island, Horry County",1
4625,USA,South Carolina,Windy Hill Beach,1
4626,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",1
4627,USA,South Carolina,Winyah Bay,1
4628,USA,South Carolina,Wrightsville Beach,1
4629,USA,South Carolina,“Southern Wharf”,1
4630,USA,Texas,1.5 miles off Surfside,1
4631,USA,Texas,30 miles east of Corpus Christi,1
4632,USA,Texas,Bolivar Peninsula,1
4633,USA,Texas,"Bryan Beach, Brazoria County",1
4634,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,1
4635,USA,Texas,Corpus Christi,1
4636,USA,Texas,Crystal Beach (east of Galveston),1
4637,USA,Texas,"Crystal Beach, Galveston  County",1
4638,USA,Texas,"East Beach, Galveston",1
4639,USA,Texas,"Eight Mile Beach, Galveston",1
4640,USA,Texas,"Follett's Island, Brazoria County",1
4641,USA,Texas,"Galveston Island, Galveston County",1
4642,USA,Texas,Galveston Ship Channel,1
4643,USA,Texas,"Grass Island, Aransas County",1
4644,USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico",1
4645,USA,Texas,High Island,1
4646,USA,Texas,"Isla Blanca Park, South Padre Island",1
4647,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",1
4648,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",1
4649,USA,Texas,Matagorda Beach,1
4650,USA,Texas,"Mustang Island State Park, Nueces County",1
4651,USA,Texas,"Near Port Aransas, Nueces County",1
4652,USA,Texas,Near Port Arthur,1
4653,USA,Texas,"Near Port Lavaca, Calhoun County",1
4654,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",1
4655,USA,Texas,Off Brownsville,1
4656,USA,Texas,Off Surfside,1
4657,USA,Texas,Packery Channel,1
4658,USA,Texas,Padre Island,1
4659,USA,Texas,Padre Island National Seashore,1
4660,USA,Texas,"Pirate's Beach, Galveston Island",1
4661,USA,Texas,"Pirates Beach, Galveston",1
4662,USA,Texas,"Point Comfort, Calhoun County",1
4663,USA,Texas,Port Aransas,1
4664,USA,Texas,"Port Bolivar, Galveston County",1
4665,USA,Texas,"Port Lavaca, Calhoun County",1
4666,USA,Texas,Rockport,1
4667,USA,Texas,"Rockport, Aransas County",1
4668,USA,Texas,"South Jetty, Galveston",1
4669,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",1
4670,USA,Texas,Surfside Beach,1
4671,USA,Texas,"Surfside Beach, Brazoria County",1
4672,USA,Texas,"Texas City, Galveston",1
4673,USA,Texas,Velasco,1
4674,USA,Texas,West Bay near Galveston,1
4675,USA,Texas,"West Bay, 19 miles from Galveston",1
4676,USA,Texas,"West Beach, Galveston",1
4677,USA,US Virgin Islands,Buck Island,1
4678,USA,US Virgin Islands,"St. Croix, Cane Bay",1
4679,USA,US Virgin Islands,"St. John, Genti Bay",1
4680,USA,US Virgin Islands,"St. Thomas, Magens Bay",1
4681,USA,US Virgin Islands,Water Island,1
4682,USA,Virgin Islands,"Candle Reef, St. Croix",1
4683,USA,Virginia,150 miles off Cape Henry,1
4684,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",1
4685,USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",1
4686,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",1
4687,USA,Virginia,"Croatan Beach, Virginia Beach,",1
4688,USA,Virginia,False Cape,1
4689,USA,Virginia,Hampton Roads,1
4690,USA,Virginia,Hog Island,1
4691,USA,Virginia,"Sandbridge Beach, Princess Anne County",1
4692,USA,Virginia,Sandridge Beach,1
4693,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",1
4694,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",1
4695,USA,Virginia,Virginia Beach,1
4696,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee",1
4697,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),1
4698,USA,Washington,"Pacific Beach, Grays Harbor County",1
4699,USA,Washington,"South Beach, Westport, Grays Harbor County",1
