source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,5760216384,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-02-20T08:18:47,12.833658,74.944934,India,,Juvenile,HUMAN_OBSERVATION,31057.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5760216384,2026-09-23T07:34:02.915214+00:00
gbif,6178615741,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-02-14T19:28:06,-0.26583,73.470033,Maldives,,Adult,HUMAN_OBSERVATION,31451.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6178615741,2026-09-23T07:34:02.915214+00:00
gbif,5087661144,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-08T07:14:31,-22.453787,-41.969988,Brazil,,Juvenile,HUMAN_OBSERVATION,30278.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5087661144,2026-09-23T07:34:02.915214+00:00
gbif,5104607564,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-22T16:48,-24.110893,152.712607,Australia,,Adult,HUMAN_OBSERVATION,1749.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5104607564,2026-09-23T07:34:02.915214+00:00
gbif,5104618946,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-14T15:04,27.253351,-78.293299,Bahamas,,,HUMAN_OBSERVATION,500000.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5104618946,2026-09-23T07:34:02.915214+00:00
gbif,5108205814,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-27T13:00,-36.86643,176.027965,New Zealand,,Juvenile,HUMAN_OBSERVATION,28476.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5108205814,2026-09-23T07:34:02.915214+00:00
gbif,5108383412,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-28T11:40,-16.608232,146.214371,Australia,,,HUMAN_OBSERVATION,30795.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5108383412,2026-09-23T07:34:02.915214+00:00
gbif,5133758058,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-01T13:40,24.917928,-81.041427,United States of America,,,HUMAN_OBSERVATION,30025.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5133758058,2026-09-23T07:34:02.915214+00:00
gbif,5206523433,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-25T01:26:01,-26.984377,32.854687,Mozambique,,,HUMAN_OBSERVATION,29798.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5206523433,2026-09-23T07:34:02.915214+00:00
gbif,5889477038,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:42,-18.23939,178.156747,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5889477038,2026-09-23T07:34:02.915214+00:00
gbif,5889581487,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:44,-18.20715,178.112366,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5889581487,2026-09-23T07:34:02.915214+00:00
