source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,6195616277,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-24T14:53:12,35.392192,-120.850593,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195616277,2026-09-23T07:33:58.049373+00:00
gbif,6195616551,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-27T11:04:25,35.297565,-120.860459,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195616551,2026-09-23T07:33:58.049373+00:00
gbif,6195737246,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-23T14:21:26,35.368943,-120.926646,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195737246,2026-09-23T07:33:58.049373+00:00
gbif,6195806705,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-24T12:34:20,35.399379,-120.990535,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195806705,2026-09-23T07:33:58.049373+00:00
gbif,6195900762,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-25T10:33:24,35.290238,-120.992223,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195900762,2026-09-23T07:33:58.049373+00:00
gbif,6195985627,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-24T12:36:10,35.32837,-120.893862,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195985627,2026-09-23T07:33:58.049373+00:00
gbif,6400039718,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-02-25T14:55,30.378273,-86.863582,United States of America,,Juvenile,HUMAN_OBSERVATION,49.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/6400039718,2026-09-23T07:33:58.049373+00:00
gbif,6185268068,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-20T10:58,-46.835123,168.222519,New Zealand,,,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6185268068,2026-09-23T07:33:58.049373+00:00
gbif,6185393199,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-20T10:58,-46.835132,168.222515,New Zealand,,,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6185393199,2026-09-23T07:33:58.049373+00:00
gbif,6187934029,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-25T11:23,-46.835017,168.220381,New Zealand,,,HUMAN_OBSERVATION,48.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6187934029,2026-09-23T07:33:58.049373+00:00
gbif,6195253082,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-31T13:03,35.301369,-120.995996,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195253082,2026-09-23T07:33:58.049373+00:00
gbif,6195303252,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-02T12:56:09,35.388966,-120.862588,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195303252,2026-09-23T07:33:58.049373+00:00
gbif,6195402526,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-16T12:52:03,35.39293,-120.950803,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195402526,2026-09-23T07:33:58.049373+00:00
gbif,6195408587,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-17T10:56:27,35.320781,-120.940642,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195408587,2026-09-23T07:33:58.049373+00:00
gbif,6195454758,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-09T15:02:29,35.261313,-120.842393,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195454758,2026-09-23T07:33:58.049373+00:00
gbif,6195528065,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-30T11:56:24,35.310668,-120.866596,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195528065,2026-09-23T07:33:58.049373+00:00
